Chapter	FA Number	Functional Area	VARF Code	Legacy Code
104	4	Long Term Care (LTC) Unit Patient Area	IPT04	BRAR1
104	4	Long Term Care (LTC) Unit Patient Area	RSH12	TLTS2
104	4	Long Term Care (LTC) Unit Patient Area	RSH41	LAUN1
104	4	Long Term Care (LTC) Unit Patient Area	RSH62	DAYR1
104	4	Long Term Care (LTC) Unit Patient Area	SV272	NCWD1
104	4	Long Term Care (LTC) Unit Patient Area	SV422	OFDC2
104	4	Long Term Care (LTC) Unit Patient Area	TLTU1	TLTU1
104	5	Acute Care (AC) Support Area	MEDP1	MEDP1
104	5	Acute Care (AC) Support Area	SB262	SRLW1
104	5	Acute Care (AC) Support Area	SB711	SRPB1
104	5	Acute Care (AC) Support Area	SB737	UCCL1
104	5	Acute Care (AC) Support Area	SB743	USCL1
104	5	Acute Care (AC) Support Area	SC251	NSTA1
104	5	Acute Care (AC) Support Area	SC455	LCSL1
104	5	Acute Care (AC) Support Area	SC471	LCCL1
104	5	Acute Care (AC) Support Area	SRE01	SRE01
104	5	Acute Care (AC) Support Area	SS203	OFA04
104	5	Acute Care (AC) Support Area	SS212	WRCH1
104	5	Acute Care (AC) Support Area	SS218	OFA07
104	5	Acute Care (AC) Support Area	SV549	JANC1
104	6	Long Term Care (LTC) Support Area	LSCL1	LSCL1
104	6	Long Term Care (LTC) Support Area	MEDP1	MEDP1
104	6	Long Term Care (LTC) Support Area	OFD01	OFD01
104	6	Long Term Care (LTC) Support Area	SB262	SRLW1
104	6	Long Term Care (LTC) Support Area	SB711	SRPB1
104	6	Long Term Care (LTC) Support Area	SB737	UCCL1
104	6	Long Term Care (LTC) Support Area	SB743	USCL1
104	6	Long Term Care (LTC) Support Area	SC251	NSTA1
104	6	Long Term Care (LTC) Support Area	SC471	LCCL1
104	6	Long Term Care (LTC) Support Area	SRE01	SRE01
104	6	Long Term Care (LTC) Support Area	SS218	OFA07
104	6	Long Term Care (LTC) Support Area	SV549	JANC1
104	7	Patient Area	OFD03	OFD03
104	7	Patient Area	PTWT1	PTWT1
104	7	Patient Area	RSH62	DAYR1
104	7	Patient Area	SV064	RAMR1
104	7	Patient Area	SV648	SRS01
104	7	Patient Area	SV678	FSCD1
104	7	Patient Area	TRGM1	TRGM1
104	7	Patient Area	XXYYC	XXYYC
104	8	Staff and Administrative Area	OPT16	CRA02
104	8	Staff and Administrative Area	SC471	LCCL1
104	8	Staff and Administrative Area	SS203	OFA04
104	8	Staff and Administrative Area	SS287	DUTY1
104	8	Staff and Administrative Area	TLTS1	TLTS1
104	8	Staff and Administrative Area	WRC02	WRC02
104	9	SCI/D Patient Clinic Area	CPL31	RRSS1
104	9	SCI/D Patient Clinic Area	EXUD1	EXUD1
104	9	SCI/D Patient Clinic Area	OFD01	OFD01
104	9	SCI/D Patient Clinic Area	PHOD1	PHOD1
104	9	SCI/D Patient Clinic Area	RECP1	RECP1
104	9	SCI/D Patient Clinic Area	RSH12	TLTS2
104	9	SCI/D Patient Clinic Area	SB003	WRC01
104	9	SCI/D Patient Clinic Area	SB138	DR001
104	9	SCI/D Patient Clinic Area	SB737	UCCL1
104	9	SCI/D Patient Clinic Area	SB743	USCL1
104	9	SCI/D Patient Clinic Area	SC251	NSTA1
104	9	SCI/D Patient Clinic Area	SS203	OFA04
104	9	SCI/D Patient Clinic Area	SV422	OFDC2
104	9	SCI/D Patient Clinic Area	SV549	JANC1
104	9	SCI/D Patient Clinic Area	SV648	SRS01
104	9	SCI/D Patient Clinic Area	TLTU1	TLTU1
104	9	SCI/D Patient Clinic Area	TRGS1	TRGS1
104	9	SCI/D Patient Clinic Area	XDCY1	XDCY1
104	10	SCI/D Patient Therapy Area	OPT32	OTDL1
104	10	SCI/D Patient Therapy Area	OTEV1	OTEV1
104	10	SCI/D Patient Therapy Area	PTES1	PTES1
104	10	SCI/D Patient Therapy Area	PTWT1	PTWT1
104	10	SCI/D Patient Therapy Area	SB138	DR001
104	10	SCI/D Patient Therapy Area	SRE01	SRE01
104	10	SCI/D Patient Therapy Area	SS218	OFA07
104	10	SCI/D Patient Therapy Area	TLTU1	TLTU1
104	10	SCI/D Patient Therapy Area	XXYYC	XXYYC
104	11	SCI/D Home Care Area	SRE01	SRE01
104	11	SCI/D Home Care Area	SS203	OFA04
104	11	SCI/D Home Care Area	SS218	OFA07
104	11	SCI/D Home Care Area	SV422	OFDC2
104	12	SCI/D Staff and Administrative Area	MRS01	MRS01
104	12	SCI/D Staff and Administrative Area	OPT16	CRA02
104	12	SCI/D Staff and Administrative Area	SS205	OFA09
104	12	SCI/D Staff and Administrative Area	SS218	OFA07
104	12	SCI/D Staff and Administrative Area	SS222	SEC01
104	12	SCI/D Staff and Administrative Area	SS262	SL001
104	12	SCI/D Staff and Administrative Area	SS282	LR001
104	12	SCI/D Staff and Administrative Area	SV422	OFDC2
104	12	SCI/D Staff and Administrative Area	TLTS1	TLTS1
104	12	SCI/D Staff and Administrative Area	TLTU1	TLTU1
104	13	Education Area	OPT16	CRA02
104	13	Education Area	SL002	SL002
104	13	Education Area	SS205	OFA09
110	1	Patient Care Unit Calculation	SC148	CALC1
110	2	Patient Care Unit Reception Area	SB003	WRC01
110	2	Patient Care Unit Reception Area	SV422	OFDC2
110	2	Patient Care Unit Reception Area	TLTU1	TLTU1
110	3	Patient Care Unit Patient Area [67]	BRNP2	BRNP2
110	3	Patient Care Unit Patient Area [67]	BRNP5	BRNP5
110	3	Patient Care Unit Patient Area [67]	BRNP6	BRNP6
110	3	Patient Care Unit Patient Area [67]	NULR1	NULR1
110	3	Patient Care Unit Patient Area [67]	OCB31	EXRG3
110	3	Patient Care Unit Patient Area [67]	OPMH1	OPMH1
110	3	Patient Care Unit Patient Area [67]	RSH02	LOB02
110	3	Patient Care Unit Patient Area [67]	RSH11	BRNP1
110	3	Patient Care Unit Patient Area [67]	RSH62	DAYR1
110	3	Patient Care Unit Patient Area [67]	SB711	SRPB1
110	3	Patient Care Unit Patient Area [67]	SHWR2	SHWR2
110	3	Patient Care Unit Patient Area [67]	SV272	NCWD1
110	3	Patient Care Unit Patient Area [67]	SV422	OFDC2
110	3	Patient Care Unit Patient Area [67]	SV678	FSCD1
110	3	Patient Care Unit Patient Area [67]	TLTP1	TLTP1
110	3	Patient Care Unit Patient Area [67]	TLTP3	TLTP3
110	4	Patient Care Unit Support Area [67]	COMC1	COMC1
110	4	Patient Care Unit Support Area [67]	FSCS1	FSCS1
110	4	Patient Care Unit Support Area [67]	FSPT1	FSPT1
110	4	Patient Care Unit Support Area [67]	MEDP1	MEDP1
110	4	Patient Care Unit Support Area [67]	SB261	SRLW2
110	4	Patient Care Unit Support Area [67]	SB267	UTR01
110	4	Patient Care Unit Support Area [67]	SB737	UCCL1
110	4	Patient Care Unit Support Area [67]	SB743	USCL1
110	4	Patient Care Unit Support Area [67]	SC007	RCA01
110	4	Patient Care Unit Support Area [67]	SC440	UTLC1
110	4	Patient Care Unit Support Area [67]	SC471	LCCL1
110	4	Patient Care Unit Support Area [67]	SC474	UTC01
110	4	Patient Care Unit Support Area [67]	SRGC2	SRGC2
110	4	Patient Care Unit Support Area [67]	SRSE1	SRSE1
110	4	Patient Care Unit Support Area [67]	SV549	JANC1
110	4	Patient Care Unit Support Area [67]	SV648	SRS01
110	5	Patient Care Unit Staff and Administrative Area	SC251	NSTA1
110	5	Patient Care Unit Staff and Administrative Area	SC648	CRA01
110	5	Patient Care Unit Staff and Administrative Area	SS212	WRCH1
110	5	Patient Care Unit Staff and Administrative Area	SS218	OFA07
110	5	Patient Care Unit Staff and Administrative Area	SS287	DUTY1
110	5	Patient Care Unit Staff and Administrative Area	TLTS1	TLTS1
110	6	Staff and Administrative Area	SS205	OFA09
110	6	Staff and Administrative Area	SS218	OFA07
110	6	Staff and Administrative Area	SS262	SL001
110	6	Staff and Administrative Area	SS282	LR001
110	6	Staff and Administrative Area	SV422	OFDC2
110	6	Staff and Administrative Area	TLTU1	TLTU1
110	7	Education Area	OPT16	CRA02
110	7	Education Area	SL002	SL002
110	7	Education Area	SS205	OFA09
111	1	PRC Reception Area	BX001	BX001
111	1	PRC Reception Area	RECP1	RECP1
111	1	PRC Reception Area	SB003	WRC01
111	1	PRC Reception Area	SB086	WRF01
111	1	PRC Reception Area	SB117	LOB01
111	1	PRC Reception Area	TLTB1	TLTB1
111	2	Inpatient Unit Patient Area	IPT01	BRMS1
111	2	Inpatient Unit Patient Area	IPT03	BRIT1
111	2	Inpatient Unit Patient Area	IPT04	BRAR1
111	2	Inpatient Unit Patient Area	SHWR2	SHWR2
111	2	Inpatient Unit Patient Area	TLTS4	TLTS4
111	3	Inpatient Unit Patient Support Area	IPT18	RCA02
111	3	Inpatient Unit Patient Support Area	MEDP1	MEDP1
111	3	Inpatient Unit Patient Support Area	SB737	UCCL1
111	3	Inpatient Unit Patient Support Area	SB743	USCL1
111	3	Inpatient Unit Patient Support Area	SC007	RCA01
111	3	Inpatient Unit Patient Support Area	SC251	NSTA1
111	3	Inpatient Unit Patient Support Area	SC471	LCCL1
111	3	Inpatient Unit Patient Support Area	SRE01	SRE01
111	3	Inpatient Unit Patient Support Area	SS212	WRCH1
111	3	Inpatient Unit Patient Support Area	SS218	OFA07
111	3	Inpatient Unit Patient Support Area	SV272	NCWD1
111	3	Inpatient Unit Patient Support Area	SV549	JANC1
111	4	Inpatient Unit Patient and Family Area	IPT31	CLR09
111	4	Inpatient Unit Patient and Family Area	OPT16	CRA02
111	4	Inpatient Unit Patient and Family Area	RPT33	PRD01
111	4	Inpatient Unit Patient and Family Area	RSH41	LAUN1
111	4	Inpatient Unit Patient and Family Area	RSH62	DAYR1
111	4	Inpatient Unit Patient and Family Area	SB711	SRPB1
111	4	Inpatient Unit Patient and Family Area	SC164	IPK01
111	4	Inpatient Unit Patient and Family Area	SRE01	SRE01
111	4	Inpatient Unit Patient and Family Area	SS091	PLAY1
111	4	Inpatient Unit Patient and Family Area	SV422	OFDC2
111	4	Inpatient Unit Patient and Family Area	TLTU1	TLTU1
111	5	Inpatient Unit Therapy Patient Area	EXOS1	EXOS1
111	5	Inpatient Unit Therapy Patient Area	IPT41	PRGY1
111	5	Inpatient Unit Therapy Patient Area	IPT51	PRRT1
111	5	Inpatient Unit Therapy Patient Area	IPT61	PRDL1
111	5	Inpatient Unit Therapy Patient Area	IPT71	PRNT1
111	5	Inpatient Unit Therapy Patient Area	OPT48	PRTM1
111	5	Inpatient Unit Therapy Patient Area	PRAT1	PRAT1
111	5	Inpatient Unit Therapy Patient Area	PRRE1	PRRE1
111	5	Inpatient Unit Therapy Patient Area	RPT43	PREV1
111	5	Inpatient Unit Therapy Patient Area	RPT52	CLR01
111	5	Inpatient Unit Therapy Patient Area	SRE01	SRE01
111	5	Inpatient Unit Therapy Patient Area	SS218	OFA07
111	5	Inpatient Unit Therapy Patient Area	SV422	OFDC2
111	5	Inpatient Unit Therapy Patient Area	SV549	JANC1
111	5	Inpatient Unit Therapy Patient Area	SV648	SRS01
111	5	Inpatient Unit Therapy Patient Area	TLTU1	TLTU1
111	5	Inpatient Unit Therapy Patient Area	WRTM1	WRTM1
111	6	Inpatient Unit Staff and Administrative Area	OPT16	CRA02
111	6	Inpatient Unit Staff and Administrative Area	SHWR1	SHWR1
111	6	Inpatient Unit Staff and Administrative Area	SS203	OFA04
111	6	Inpatient Unit Staff and Administrative Area	SS205	OFA09
111	6	Inpatient Unit Staff and Administrative Area	SS218	OFA07
111	6	Inpatient Unit Staff and Administrative Area	SS262	SL001
111	6	Inpatient Unit Staff and Administrative Area	SS282	LR001
111	6	Inpatient Unit Staff and Administrative Area	TLTU1	TLTU1
111	6	Inpatient Unit Staff and Administrative Area	WRTM1	WRTM1
111	7	PTRP Reception Area	RECP1	RECP1
111	7	PTRP Reception Area	SB003	WRC01
111	7	PTRP Reception Area	SB086	WRF01
111	7	PTRP Reception Area	SB117	LOB01
111	7	PTRP Reception Area	TLTB1	TLTB1
111	8	PTRP Resident Unit Area	RPT01	BRPT3
111	8	PTRP Resident Unit Area	RPT11	PRAP1
111	8	PTRP Resident Unit Area	RPT12	BRPT1
111	8	PTRP Resident Unit Area	RPT14	PRC03
111	8	PTRP Resident Unit Area	SRE01	SRE01
111	8	PTRP Resident Unit Area	TLTS3	TLTS3
111	8	PTRP Resident Unit Area	TLTS4	TLTS4
111	9	PTRP Resident Unit Support Area	MEDP1	MEDP1
111	9	PTRP Resident Unit Support Area	NSTA6	NSTA6
111	9	PTRP Resident Unit Support Area	SB737	UCCL1
111	9	PTRP Resident Unit Support Area	SB743	USCL1
111	9	PTRP Resident Unit Support Area	SC007	RCA01
111	9	PTRP Resident Unit Support Area	SC471	LCCL1
111	9	PTRP Resident Unit Support Area	SRE01	SRE01
111	9	PTRP Resident Unit Support Area	SRSE1	SRSE1
111	9	PTRP Resident Unit Support Area	SS218	OFA07
111	9	PTRP Resident Unit Support Area	SV549	JANC1
111	10	PTRP Resident and Family Support Area	RPT33	PRD01
111	10	PTRP Resident and Family Support Area	RPT35	PRK01
111	10	PTRP Resident and Family Support Area	RSH41	LAUN1
111	10	PTRP Resident and Family Support Area	RSH62	DAYR1
111	11	PTRP Therapy Area	RPT41	PRGY2
111	11	PTRP Therapy Area	RPT43	PREV1
111	11	PTRP Therapy Area	RPT52	CLR01
111	11	PTRP Therapy Area	RPT54	PRAT2
111	11	PTRP Therapy Area	SV422	OFDC2
111	11	PTRP Therapy Area	SV648	SRS01
111	11	PTRP Therapy Area	WRTM1	WRTM1
111	12	PTRP Staff and Administrative Area	EXOS1	EXOS1
111	12	PTRP Staff and Administrative Area	OFD05	OFD05
111	12	PTRP Staff and Administrative Area	OPT16	CRA02
111	12	PTRP Staff and Administrative Area	SS205	OFA09
111	12	PTRP Staff and Administrative Area	SS262	SL001
111	12	PTRP Staff and Administrative Area	SS282	LR001
111	12	PTRP Staff and Administrative Area	TLTU1	TLTU1
111	13	Outpatient Unit Reception Area	RECP1	RECP1
111	13	Outpatient Unit Reception Area	RECP4	RECP4
111	13	Outpatient Unit Reception Area	RSH62	DAYR1
111	13	Outpatient Unit Reception Area	SB003	WRC01
111	13	Outpatient Unit Reception Area	TLTB1	TLTB1
111	14	Outpatient Unit Patient Area	OPT14	PTBT1
111	14	Outpatient Unit Patient Area	OPT15	PRP01
111	14	Outpatient Unit Patient Area	OPT16	CRA02
111	14	Outpatient Unit Patient Area	OPT17	WRTM2
111	14	Outpatient Unit Patient Area	PTEM1	PTEM1
111	14	Outpatient Unit Patient Area	RSH81	EXRG0
111	14	Outpatient Unit Patient Area	SV422	OFDC2
111	15	Outpatient Unit Support Area	MEDP1	MEDP1
111	15	Outpatient Unit Support Area	NSTA4	NSTA4
111	15	Outpatient Unit Support Area	SB737	UCCL1
111	15	Outpatient Unit Support Area	SB743	USCL1
111	15	Outpatient Unit Support Area	SC007	RCA01
111	15	Outpatient Unit Support Area	SC471	LCCL1
111	15	Outpatient Unit Support Area	SRE01	SRE01
111	15	Outpatient Unit Support Area	SV549	JANC1
111	16	Outpatient Unit Therapy Area	OPT31	PRDT1
111	16	Outpatient Unit Therapy Area	OPT32	OTDL1
111	16	Outpatient Unit Therapy Area	OPT33	PTGL1
111	16	Outpatient Unit Therapy Area	OPT35	PREX1
111	16	Outpatient Unit Therapy Area	OPT36	PRGY3
111	16	Outpatient Unit Therapy Area	OPT42	PRST1
111	16	Outpatient Unit Therapy Area	OPT43	PRN01
111	16	Outpatient Unit Therapy Area	OPT44	PRV01
111	16	Outpatient Unit Therapy Area	OPT45	PRRT2
111	16	Outpatient Unit Therapy Area	OPT48	PRTM1
111	16	Outpatient Unit Therapy Area	RPT43	PREV1
111	16	Outpatient Unit Therapy Area	SRE01	SRE01
111	16	Outpatient Unit Therapy Area	SS218	OFA07
111	16	Outpatient Unit Therapy Area	SV422	OFDC2
111	16	Outpatient Unit Therapy Area	WRTM1	WRTM1
111	17	Outpatient Unit Staff and Administrative Area	EXOS1	EXOS1
111	17	Outpatient Unit Staff and Administrative Area	OFD04	OFD04
111	17	Outpatient Unit Staff and Administrative Area	OPT16	CRA02
111	17	Outpatient Unit Staff and Administrative Area	SS203	OFA04
111	17	Outpatient Unit Staff and Administrative Area	SS205	OFA09
111	17	Outpatient Unit Staff and Administrative Area	SS218	OFA07
111	17	Outpatient Unit Staff and Administrative Area	SS262	SL001
111	17	Outpatient Unit Staff and Administrative Area	SS282	LR001
111	17	Outpatient Unit Staff and Administrative Area	TLTU1	TLTU1
111	18	PRC Staff and Administrative Area	OPT16	CRA02
111	18	PRC Staff and Administrative Area	SS205	OFA09
111	18	PRC Staff and Administrative Area	SS218	OFA07
111	18	PRC Staff and Administrative Area	SS272	RPR01
111	19	PRC Education Area	RPT52	CLR01
111	19	PRC Education Area	SS205	OFA09
111	19	PRC Education Area	SS218	OFA07
202	1	Reception Area	SC251	NSTA1
202	1	Reception Area	TLTU1	TLTU1
202	1	Reception Area	WROC1	WROC1
202	2	Patient Area	OPMH1	OPMH1
202	2	Patient Area	SV422	OFDC2
202	2	Patient Area	SV648	SRS01
202	2	Patient Area	TLTU1	TLTU1
202	3	Staff and Administrative Area	SC648	CRA01
202	3	Staff and Administrative Area	SS205	OFA09
202	3	Staff and Administrative Area	SS218	OFA07
202	3	Staff and Administrative Area	SS262	SL001
202	3	Staff and Administrative Area	SS282	LR001
202	3	Staff and Administrative Area	TLTU1	TLTU1
202	4	Education Area	OPT16	CRA02
202	4	Education Area	SL002	SL002
204	1	Reception Area	RECP1	RECP1
204	1	Reception Area	SB003	WRC01
204	1	Reception Area	TLTU1	TLTU1
204	2	Audiology Clinic Patient Area	BHER1	BHER1
204	2	Audiology Clinic Patient Area	CAS16	EXAU1
204	2	Audiology Clinic Patient Area	CAS94	HAFR1
204	2	Audiology Clinic Patient Area	EXEN1	EXEN1
204	2	Audiology Clinic Patient Area	HATL1	HATL1
204	2	Audiology Clinic Patient Area	OCB31	EXRG3
204	2	Audiology Clinic Patient Area	OPAE1	OPAE1
204	2	Audiology Clinic Patient Area	OPMH1	OPMH1
204	2	Audiology Clinic Patient Area	PEHS2	PEHS2
204	2	Audiology Clinic Patient Area	TLTU1	TLTU1
204	2	Audiology Clinic Patient Area	TREN2	TREN2
204	3	Speech-Language Pathology Clinic Patient Area	EXOS1	EXOS1
204	3	Speech-Language Pathology Clinic Patient Area	OCM81	OPMH3
204	3	Speech-Language Pathology Clinic Patient Area	OPMH1	OPMH1
204	3	Speech-Language Pathology Clinic Patient Area	SS212	WRCH1
204	3	Speech-Language Pathology Clinic Patient Area	SV422	OFDC2
204	3	Speech-Language Pathology Clinic Patient Area	TREN1	TREN1
204	4	Support Area	SRSE1	SRSE1
204	5	Staff and Administrative Area	SS205	OFA09
204	5	Staff and Administrative Area	SS218	OFA07
204	5	Staff and Administrative Area	SS222	SEC01
204	5	Staff and Administrative Area	SS262	SL001
204	5	Staff and Administrative Area	SS282	LR001
204	5	Staff and Administrative Area	TLTU1	TLTU1
204	6	Education Area	OPT16	CRA02
204	6	Education Area	SL002	SL002
206	1	Staff and Administrative Area	SS205	OFA09
206	1	Staff and Administrative Area	SS218	OFA07
206	1	Staff and Administrative Area	SS262	SL001
206	1	Staff and Administrative Area	SS282	LR001
206	1	Staff and Administrative Area	SV696	CASH1
206	1	Staff and Administrative Area	TLTU1	TLTU1
206	2	Retail Store Area	BX001	BX001
206	2	Retail Store Area	SRE01	SRE01
206	2	Retail Store Area	SV549	JANC1
206	2	Retail Store Area	SV635	MMRP1
206	2	Retail Store Area	SV648	SRS01
206	3	Retail Concession Area	BX001	BX001
206	4	Coffee Shop Area	BX000	BX000
206	4	Coffee Shop Area	SRE01	SRE01
206	4	Coffee Shop Area	SV678	FSCD1
206	5	Optical Shop Area	CEY91	EYFD1
206	5	Optical Shop Area	EYOT2	EYOT2
206	6	Barber / Beauty Shop Area	XXYYC	XXYYC
206	7	Food Court Support Area	RER01	RER01
206	7	Food Court Support Area	SB287	SRHM1
206	7	Food Court Support Area	SC474	UTC01
206	7	Food Court Support Area	SV549	JANC1
206	7	Food Court Support Area	SV635	MMRP1
206	7	Food Court Support Area	SV648	SRS01
206	7	Food Court Support Area	SV653	FSTD1
206	7	Food Court Support Area	SV657	FSDW1
206	7	Food Court Support Area	SV663	FSPW1
206	7	Food Court Support Area	UTR02	UTR02
206	8	Cafeteria Serving Area	SV674	FSSL1
206	9	Cafeteria Dining Area	SV678	FSCD1
206	10	Vending Area	BX001	BX001
208	1	Reception Area	SB003	WRC01
